OID_,LAT,LONG,SymbolID
1 ,19.84229171,105.3506384,0
2 ,19.8422509,105.3506673,0
3 ,19.84230746,105.3507086,0
4 ,19.84224634,105.3505941,0
5 ,19.84228578,105.3505952,0
6 ,19.84231891,105.3506696,0
7 ,19.84226675,105.3505857,0
8 ,19.84226546,105.3506017,0
9 ,19.84227533,105.3505722,0
10 ,19.84227568,105.3506422,0
11 ,19.8422632,105.3505763,0
12 ,19.84229834,105.3506242,0
13 ,19.8422851980000,105.3506974,0
14 ,19.84228096,105.3507,0
15 ,19.8423075870000,105.3506591,0
16 ,19.84230356,105.3507099,0
17 ,19.8423005100000,105.3506396,0
18 ,19.84230607,105.350622647000,0
19 ,19.84228379,105.3505765,0
20 ,19.8422632,105.3505652,0
21 ,19.8422881660000,105.3506441,0
22 ,19.84230485,105.350662,0
23 ,19.8422918650000,105.3506726,0
24 ,19.8422981,105.3506132,0
25 ,19.8422797540000,105.3505883,0
26 ,19.8422587,105.3506462,0
27 ,19.84224315,105.3506764,0
28 ,19.84229975,105.3507036,0
29 ,19.84223687,105.3506543,0
30 ,19.8423081720000,105.3506572,0
31 ,19.84227496,105.3506478,0
32 ,19.84223858,105.3505833,0
33 ,19.84224724,105.350593,0
34 ,19.84232739,105.3506974,0
35 ,19.8422746720000,105.3505765,0
36 ,19.84224528,105.3506786,0
37 ,19.8423253,105.3507017,0
38 ,19.84226038,105.3506383,0
39 ,19.84231035,105.350663,0
40 ,19.84225677,105.3506191,0
41 ,19.84225923,105.3506679,0
42 ,19.84225946,105.3506331,0
43 ,19.84230596,105.3507235,0
44 ,19.84228411,105.3507205,0
45 ,19.84225125,105.3506091,0
46 ,19.84228751,105.3506798,0
47 ,19.84228533,105.3507019,0
48 ,19.84228941,105.3506091,0
49 ,19.84224793,105.3505686,0
50 ,19.8422364740000,105.3506011,0
51 ,19.8422839,105.3506288,0
52 ,19.84229166,105.350619869000,0
53 ,19.84222535,105.3506049,0
54 ,19.84231221,105.3506443,0
55 ,19.84228482,105.3506093,0
56 ,19.84230994,105.3506728,0
57 ,19.84232104,105.350706,0
58 ,19.84226815,105.3506039,0
59 ,19.8422355,105.3505915,0
60 ,19.84227142,105.3506397,0
61 ,19.84226176,105.3506411,0
62 ,19.8422825060000,105.350693459000,0
63 ,19.84225544,105.3506197,0
64 ,19.84223035,105.3506553,0
65 ,19.8422651060000,105.350662073000,0
66 ,19.84224266,105.3506052,0
67 ,19.84224194,105.3505951,0
68 ,19.8422614,105.3506802,0
69 ,19.84225054,105.3506231,0
70 ,19.84230935,105.3506733,0
71 ,19.842264,105.3506446,0
72 ,19.842251,105.3505759,0
73 ,19.84228019,105.3507101,0
74 ,19.84229214,105.3507077,0
75 ,19.84223007,105.350597818000,0
76 ,19.8423005,105.3505946,0
77 ,19.84229644,105.3505909,0
78 ,19.84224856,105.3506361,0
79 ,19.84229747,105.3507209,0
80 ,19.84231997,105.3506818,0
81 ,19.84225218,105.3505977,0
82 ,19.84230595,105.3507146,0
83 ,19.84223178,105.350636,0
84 ,19.84229634,105.3505946,0
85 ,19.84226778,105.3506269,0
86 ,19.84223001,105.3506511,0
87 ,19.84223254,105.3506529,0
88 ,19.84227822,105.350702,0
89 ,19.84230987,105.3507008,0
90 ,19.84222305,105.3506281,0
91 ,19.84223586,105.3506534,0
92 ,19.8422877,105.3506295,0
93 ,19.84230682,105.350643678000,0
94 ,19.8423153,105.3507064,0
95 ,19.84224302,105.3506379,0
96 ,19.8422408870000,105.350602512000,0
97 ,19.84229033,105.3506944,0
98 ,19.8422455490000,105.3506551,0
99 ,19.84229856,105.3506771,0
100 ,19.84225902,105.3506965,0
101 ,19.84299063,105.3515034,0
102 ,19.84302418,105.3515292,0
103 ,19.8429572,105.3514461,0
104 ,19.84296181,105.351460421000,0
105 ,19.84300203,105.3515163,0
106 ,19.8429811,105.3515158,0
107 ,19.84303191,105.3516206,0
108 ,19.84294633,105.3514881,0
109 ,19.84299869,105.3514982,0
110 ,19.84295404,105.3514934,0
111 ,19.84294759,105.3515173,0
112 ,19.84299642,105.3515688,0
113 ,19.84299468,105.3515314,0
114 ,19.8429978210000,105.3514454,0
115 ,19.84297624,105.3515615,0
116 ,19.84301162,105.351621638000,0
117 ,19.84298251,105.3514672,0
118 ,19.84299251,105.351515,0
119 ,19.84300651,105.3514685,0
120 ,19.84302133,105.3516002,0
121 ,19.84303175,105.3516016,0
122 ,19.84302724,105.351569695000,0
123 ,19.84297083,105.351452113000,0
124 ,19.84293779,105.3514969,0
125 ,19.8430221280000,105.3515314,0
126 ,19.84301738,105.351539386000,0
127 ,19.84300309,105.3515788,0
128 ,19.84296873,105.3514533,0
129 ,19.84294586,105.3514917,0
130 ,19.84300534,105.3515592,0
131 ,19.84297099,105.3515054,0
132 ,19.84299484,105.3516148,0
133 ,19.84297753,105.3514691,0
134 ,19.84298685,105.3515291,0
135 ,19.84301812,105.3516053,0
136 ,19.84300874,105.3515912,0
137 ,19.84299559,105.351579,0
138 ,19.84302447,105.3515817,0
139 ,19.84298918,105.3515448,0
140 ,19.84298541,105.3514512,0
141 ,19.84298968,105.3515929,0
142 ,19.84300668,105.3514664,0
143 ,19.84300169,105.3515979,0
144 ,19.8430134150000,105.3516019,0
145 ,19.84299978,105.3514548,0
146 ,19.84300391,105.3516092,0
147 ,19.84299541,105.3516157,0
148 ,19.84300726,105.3516218,0
149 ,19.84300911,105.351528,0
150 ,19.84297332,105.351563263000,0
151 ,19.8430067,105.3515427,0
152 ,19.84300151,105.351436,0
153 ,19.84300534,105.3515381,0
154 ,19.84302214,105.351628,0
155 ,19.84302695,105.3516209,0
156 ,19.84295711,105.3515395,0
157 ,19.8429392920000,105.351485200000,0
158 ,19.84297284,105.351557948000,0
159 ,19.84301342,105.3516118,0
160 ,19.8429412260000,105.3515009,0
161 ,19.84297409,105.3514875,0
162 ,19.84299295,105.351581,0
163 ,19.84300689,105.3514726,0
164 ,19.84299547,105.351489010000,0
165 ,19.84300612,105.3514932,0
166 ,19.84294425,105.351468,0
167 ,19.84303251,105.3516376,0
168 ,19.84300042,105.3516202,0
169 ,19.84301681,105.3516344,0
170 ,19.84299973,105.3515182,0
171 ,19.84300056,105.351616502000,0
172 ,19.8430253,105.3515917,0
173 ,19.84300399,105.3515833,0
174 ,19.84299306,105.351553,0
175 ,19.84297911,105.3515273,0
176 ,19.8430142,105.3515392,0
177 ,19.8429948970000,105.3514515,0
178 ,19.84298512,105.351498214000,0
179 ,19.84300087,105.3514489,0
180 ,19.8429605,105.3514863,0
181 ,19.84298568,105.3515823,0
182 ,19.8429647,105.3514873,0
183 ,19.84300538,105.3515534,0
184 ,19.84299406,105.3515586,0
185 ,19.8430236,105.3515361,0
186 ,19.84302617,105.351555,0
187 ,19.8429606,105.3515229,0
188 ,19.84300976,105.3515035,0
189 ,19.8429810480000,105.3514601,0
190 ,19.84297532,105.3515065,0
191 ,19.84299245,105.351557,0
192 ,19.84300115,105.3514993,0
193 ,19.84299553,105.3515605,0
194 ,19.84294027,105.3514766,0
195 ,19.84295923,105.3515023,0
196 ,19.84298986,105.3514804,0
197 ,19.8429896500000,105.3515334,0
198 ,19.84298323,105.3515549,0
199 ,19.84296785,105.3514788,0
200 ,19.84300505,105.3515774,0
201 ,19.84278235,105.351568252000,0
202 ,19.84280091,105.3516416,0
203 ,19.84282412,105.3516342,0
204 ,19.84273208,105.3514641,0
205 ,19.84280557,105.351543686000,0
206 ,19.842808,105.3515642,0
207 ,19.84276109,105.351524824000,0
208 ,19.84279411,105.3515268,0
209 ,19.84277485,105.3514723,0
210 ,19.84279698,105.3516014,0
211 ,19.84277456,105.3516588,0
212 ,19.84277266,105.351472359000,0
213 ,19.84276436,105.3516258,0
214 ,19.84275487,105.3515565,0
215 ,19.84276523,105.3514589,0
216 ,19.8428056,105.3515624,0
217 ,19.84279414,105.3516461,0
218 ,19.84280961,105.3515454,0
219 ,19.84277713,105.3516702,0
220 ,19.84282179,105.3516246,0
221 ,19.84276787,105.3516067,0
222 ,19.84276166,105.3515877,0
223 ,19.84277898,105.351629559000,0
224 ,19.84280644,105.3515495,0
225 ,19.84277013,105.351462,0
226 ,19.84277496,105.351471,0
227 ,19.84275821,105.3515792,0
228 ,19.84281427,105.3516088,0
229 ,19.84281592,105.3516333,0
230 ,19.84282943,105.351631321000,0
231 ,19.8427922850000,105.3516098,0
232 ,19.84278946,105.3516783,0
233 ,19.84277673,105.3515492,0
234 ,19.84281168,105.3515638,0
235 ,19.84276919,105.3516079,0
236 ,19.84276702,105.3515776,0
237 ,19.84277929,105.3515065,0
238 ,19.84277533,105.3516097,0
